conc_parties,company_id,company_date,company_name,company_person_name,pep_menbership_role,pep_organization_name
"FOCUS 21- GESTAO E DESENVOLVIMENTO, LDA ",13891,08 de Fevereiro de 2001,"Focus 21, Gestão e Desenvolvimento, Limitada",Armando Ndambi Guebuza,,
"FOCUS 21- GESTAO E DESENVOLVIMENTO, LDA ",6301,22 de Agosto de 1995,"Focus 21, Gestão e Desenvolvimento, Limitada",Augusto Caetano Ferreira de Carvalho,,
"FOCUS 21- GESTAO E DESENVOLVIMENTO, LDA ",6301,22 de Agosto de 1995,"Focus 21, Gestão e Desenvolvimento, Limitada",Jesus Joaquim Camba Gomez,,
"FOCUS 21- GESTAO E DESENVOLVIMENTO, LDA ",13891,08 de Fevereiro de 2001,"FOCUS-21, Gestão e Desenvolvimento, Limitada",Mussumbuluko Armando Guebuza,,
"FOCUS 21- GESTAO E DESENVOLVIMENTO, LDA ",21939,23 de Fevereiro de 2005,"Focus 21, Gestão e Desenvolvimento, Limitada",Norah Armando Guebuza,,
"FOCUS 21- GESTAO E DESENVOLVIMENTO, LDA ",13891,08 de Fevereiro de 2001,"Focus 21, Gestão e Desenvolvimento, Limitada",Valentina da Luz Guebuza,,
"Future Metal Mining Development CO., Lda (0,00%)",43403,04 de Novembro de 2010,"Future Metal Mining Development CO., Limitada",Ding Chuntao,,
"Future Metal Mining Development CO., Lda (0,00%)",71242,23 de Setembro de 2014,"Future Metal Mining Development.Co, Limitada",Fan Zhongtao,,
"Future Metal Mining Development CO., Lda (0,00%)",43403,04 de Novembro de 2010,"Future Metal Mining Development CO., Limitada",Ya Bo,,
"G.M.C. - Gold Mining Corporation, S.A.R.L.",39113,20 de Agosto de 2009,"G.M.C. - Gold Mining Corporation, S.A.R.L.",Adriano Fernandes Sumbana,,
"G.M.C. - Gold Mining Corporation, S.A.R.L.",39113,20 de Agosto de 2009,"G.M.C. - Gold Mining Corporation, S.A.R.L.",Alexei Skrinnik,,
"G.M.C. - Gold Mining Corporation, S.A.R.L.",14487,14 de Junho de 2001,"G.M.C. - Gold Mining Corporation, S.A.R.L.",Amélia Narciso Matos Sumbana,,
"G.M.C. - Gold Mining Corporation, S.A.R.L.",14487,14 de Junho de 2001,"G.M.C. - Gold Mining Corporation, S.A.R.L.",Edgar Adriano Matos Sumbana,,
"G.M.C. - Gold Mining Corporation, S.A.R.L.",14487,14 de Junho de 2001,"G.M.C. - Gold Mining Corporation, S.A.R.L.",Fernando Baptista Bata,,
"G.M.C. - Gold Mining Corporation, S.A.R.L.",14487,14 de Junho de 2001,"G.M.C. - Gold Mining Corporation, S.A.R.L.",Hanisse Adriano Matos Sumbana,,
"G.M.C. - Gold Mining Corporation, S.A.R.L.",14487,14 de Junho de 2001,"G.M.C. - Gold Mining Corporation, S.A.R.L.",Hermingarda Borgia Mondlane,,
"G.M.C. - Gold Mining Corporation, S.A.R.L.",14487,14 de Junho de 2001,"G.M.C. - Gold Mining Corporation, S.A.R.L.",Zeferino Manuel Nhalungo,,
"G-ROOT, Lda ",73192,19 de Janeiro de 2015,"G-Root, Limitada",Doo Hwan Oh,,
"G-ROOT, Lda ",73192,19 de Janeiro de 2015,"G-Root, Limitada",Sueng Gab Choi,,
"Gemma, Lda",15349,11 de Novembro de 1993,"Gemma, Limitada",Augusto Baptista Garrido Antunes,,
"Gemma, Lda",4646,11 de Novembro de 1993,"Gemma, Limitada",Mahomede Sultan Omar,,
"Gemma, Lda",15349,15 de Janeiro de 2002,"Gemma, Limitada",Sandra Maria da Silva Martins,,
GEMS EMPIRE LIMITADA,23193,26 de Agosto de 2005,"Gems-Empire, Limitada",Abuzer Naqvi,,
GEMS EMPIRE LIMITADA,23193,26 de Agosto de 2005,"Gems-Empire, Limitada",Najumo Amudane,,
"Gems One Mozambique Company, Lda",29278,05 de Novembro de 2007,"Gems One Mozambique Company, Limitada",Ancharin Churswad,,
"Gems One Mozambique Company, Lda",37635,05 de Novembro de 2007,"Gems One Mozambique Company, Limitada",U Maung Win,,
"Gems One Mozambique Company, Lda",37242,05 de Novembro de 2007,"GEMS, One Mozambique Company, Limitada",UMaung Win,,
"Gems One Mozambique Company, Lda",29278,05 de Novembro de 2007,"Gems One Mozambique Company, Limitada",Wirach Sriphathoorat,,
"Gems One Mozambique Company, Lda",29278,05 de Novembro de 2007,"Gems One Mozambique Company, Limitada",Yuang Kruawong,,
"Geofisica de Moçambique, Lda (0,00%)",31443,30 de Abril de 2008,"Geofísica de Moçambique, Limitada",Jacinto Gabriel Sitoe,,
"Geofisica de Moçambique, Lda (0,00%)",31443,30 de Abril de 2008,"Geofísica de Moçambique, Limitada",Silvia Samantha Sitoe,,
"Geoide Consultoria, lda ",20624,26 de Agosto de 2004,"Geóide Consultoria, Limitada",Dinis António Augusto Napido,,
"Geoide Consultoria, lda ",20624,26 de Agosto de 2004,"Geóide Consultoria, Limitada",Francisco Domingos de Eusébio Matos,,
"GEOMINERAL, LIMITADA ",63824,11 de Outubro de 2013,"Geomineral, Limitada",Elder Lizardo Costa,,
"GEOMINERAL, LIMITADA ",63824,11 de Outubro de 2013,"Geomineral, Limitada",Fernado Jorge de Carvalho Amaral,,
"GEOMINERAL, LIMITADA ",63824,11 de Outubro de 2013,"Geomineral, Limitada",Neto dos Santos Caetano John,,
"Geoplat Resources, Lda  ",32131,10 de Junho de 2008,"Geoplat Resources, Limitada",Cláudio Manuel Loureiro de Nogueira,,
"Geoplat Resources, Lda  ",32131,10 de Junho de 2008,"Geoplat Resources, Limitada",Imran Ahmad Adam Issa,,
Geotec (MOÇ.) Lda.,36389,20 de Abril de 2009,"Geotec ( Moç), Limitada",Chandracant Meggi,,
Geotec (MOÇ.) Lda.,36389,20 de Abril de 2009,"Geotec ( Moç), Limitada",Priya Meggi,,
Geotec (MOÇ.) Lda.,36389,20 de Abril de 2009,"Geotec ( Moç), Limitada",Rajendra Chandracant,,
"GEOTRAX, LDA",29303,10 de Outubro de 2007,"Geotrax, Limitada",Peter John Prickett,,
"Global Matress, Lda ",29379,04 de Setembro de 2007,"Global Matress, Limitada",Joaquim José Louro Pereira,,
"Goba Mining, Lda ",41402,25 de Maio de 2010,"Goba Mining, Limitada",José Armando Martins,,
"Goba Mining, Lda ",41402,25 de Maio de 2010,"Goba Mining, Limitada",João Teodoro Lourenço,,
"Golden Sands Minerals, LDA ",52615,10 de Maio de 2012,"Golden Sands Minerals, Limitada",Fatimabay Amirali Kassamali Malú,,
"Golden Sands Minerals, LDA ",52615,10 de Maio de 2012,"Golden Sands Minerals, Limitada",Sérgio José Camunga Pantie,,
"Golden Sands Minerals, LDA ",52615,10 de Maio de 2012,"Golden Sands Minerals, Limitada",Zahid Ahmedali Bandali,,
"GOLDEN SHIELD MOZAMBIQUE, Limitada ",54070,02 de Julho de 2012,"Golden Shield Mozambique, Limitada",Jorge Nelson Pedro Mawoze,,
"GOLDEN SHIELD MOZAMBIQUE, Limitada ",54070,02 de Julho de 2012,"Golden Shield Mozambique, Limitada",Tian Ning Deng,,
"GOLDEN SHIELD MOZAMBIQUE, Limitada ",54070,02 de Julho de 2012,"Golden Shield Mozambique, Limitada",Wei Pi,,
GOLDSTAR Lda,20062,17 de Junho de 2004,"Goldstar, Limitada",Cipriano Sisino Mutota,,
GOLDSTAR Lda,20062,17 de Junho de 2004,"Goldstar, Limitada",Nicolau Manjate,,
GOLDSTAR Lda,20062,17 de Junho de 2004,"Goldstar, Limitada",Russel David Edmunds,,
"Goldstream Mozambique, Limitada",26145,20 de Setembro de 2006,"Goldstream Mozambique, Limitada",Geoffrey Joseph Wallace,,
"Goldstream Mozambique, Limitada",35297,11 de Março de 2009,"Goldstream Mozambique, Limitada",Kimberley Graeme France,,
"Grafex, Lda ",56429,13 de Novembro de 2012,"Grafex, Limitada",Claudio Manuel Loureiro de Nogueira,,
"Grafex, Lda ",64195,12 de Novembro de 2012,"Grafex, Limitada",Cláudio Manuel Loureiro de Nogueira,,
"Grafex, Lda ",52142,19 de Abril de 2012,"Grafex, Limitada",Dércio Lionel Alexandre Chiziane,,
"Grafex, Lda ",52142,19 de Abril de 2012,"Grafex, Limitada",Edson Tomás Sixpense,,
"Grafex, Lda ",56429,12 de Novembro de 2012,"Grafex, Limitada",Gregory James Sheffield,,
"Grafite Kropfmuehl de Moçambique, Lda  (0,00%)",54177,14 de Março de 2011,"Grafite Kropfmuehl de Moçambique, Limitada",Geert Hendrik Klok,,
"GRANIMOZ, LDA",27295,02 de Janeiro de 2007,"Granimoz, Limitada",Abdul Remane Amade Assane,,
"GRANIMOZ, LDA",27295,02 de Janeiro de 2007,"Granimoz, Limitada",Maria Cristina Lima da Costa Gomes,,
"GREEN ENERGY & MINERALS, LDA (0,00%)",59678,21 de Março de 2013,"Green Energy & Minerals, Limitada",Matonga Orlando Machel,,
"GREEN ENERGY & MINERALS, LDA (0,00%)",59678,21 de Março de 2013,"Green Energy & Minerals, Limitada",Pável Cristóvão Mondlane,,
"GREEN ENERGY & MINERALS, LDA (0,00%)",59678,21 de Março de 2013,"Green Energy & Minerals, Limitada",Tobias Armindo Sanfins,,
"Greenstone Geo Resources, Lda ",52622,10 de Maio de 2012,"Greenstone Geo Resources, Limitada",Fatimabay Amirali Kassamali Malú,,
"Greenstone Geo Resources, Lda ",52622,10 de Maio de 2012,"Greenstone Geo Resources, Limitada",Sérgio José Camunga Pantie,,
"Greenstone Geo Resources, Lda ",52622,10 de Maio de 2012,"Greenstone Geo Resources, Limitada",Zahid Ahmedali Bandali,,
"Grupo Mineiro Zambeze, Lda",27638,27 de Fevereiro de 2007,"Grupo Mineiro Zambeze, Limitada",Fernando Ceijas Lloreda,,
"Grupo Mineiro Zambeze, Lda",27638,27 de Fevereiro de 2007,"Grupo Mineiro Zambeze, Limitada",Miguel Sanz Guijarro,,
"Grupo Mineiro Zambeze, Lda",27638,27 de Fevereiro de 2007,"Grupo Mineiro Zambeze, Limitada",Rafael Mora Varona,,
"Grupo Silda- Secarp Industrial, Lda",35992,,"Grupo Silda-Secarp Industrial, Limitada",Agostinho N'tauali,,
"Grupo Silda- Secarp Industrial, Lda",35992,,"Grupo Silda-Secarp Industrial, Limitada",Agostinho N'tauali Júnior,,
"Grupo Silda- Secarp Industrial, Lda",35992,,"Grupo Silda-Secarp Industrial, Limitada",Américo Arão Agostinho N'tauali,,
"Grupo Silda- Secarp Industrial, Lda",35992,,"Grupo Silda-Secarp Industrial, Limitada",Anastácia Américo Mahumana,,
"Grupo Silda- Secarp Industrial, Lda",35992,,"Grupo Silda-Secarp Industrial, Limitada",Norcelio José Boca,,
"Grupo Silda- Secarp Industrial, Lda",35992,,"Grupo Silda-Secarp Industrial, Limitada",Vestina Agostinho N'tauali,,
"Grupo Sonho Real, Limitada (0,00%)",53785,24 de Maio de 2012,"Grupo Sonho Real, Limitada",Ana Pedro Mucova,,
"Grupo Sonho Real, Limitada (0,00%)",53785,24 de Maio de 2012,"Grupo Sonho Real, Limitada",Chuld Justino Zunguze,,
"Grupo Sonho Real, Limitada (0,00%)",53785,24 de Maio de 2012,"Grupo Sonho Real, Limitada",Justino Alfredo Zunguze,,
"GUANGZHOU DONGSONG ENERGY GROUP MOZAMBIQUE, LDA ",72650,11 de Dezembro de 2014,"Guangzhou Dongsong Energy Group Mozambique, Limitada",Lu Weidong,,
"HBDK EMOZ COMPANY, LDA (0,00%)",36632,04 de Junho de 2009,"HBDK Emoz Company, Limitada",Ruan Zhiqiao,,
"HBDK EMOZ COMPANY, LDA (0,00%)",62086,15 de Junho de 2013,"Hbdk Emoz Company, Limitada",Taisheng Li,,
"HBDK EMOZ COMPANY, LDA (0,00%)",36632,04 de Junho de 2009,"HBDK Emoz Company, Limitada",Wang Xianmao,,
"HBDK EMOZ COMPANY, LDA (0,00%)",36632,04 de Junho de 2009,"HBDK Emoz Company, Limitada",Yang Boyong,,
"HERCULANO ESTALEIRO SOCIEDADE UNIPESSOAL, LDA ",40299,25 de Janeiro de 2010,"Herculano Estaleiro,Sociedade Unipessoal, Limitada",Herculano Qualquer da Conceição Júnior,,
"Hidro Geotecnica, Lda",13750,30 de Janeiro de 2000,"Hidro - Geotécnica, Limitada",Gavin Frederick Von Platen,,
"Hidro Geotecnica, Lda",13750,30 de Janeiro de 2000,"Hidro - Geotécnica, Limitada",Jeremy John Spotswood Prince,,
"Hidro Geotecnica, Lda",11771,23 de Julho de 1999,"Hidro - Geotécnica, Limitada",Jeremy John Spotwood Prince,,
"Hidro Geotecnica, Lda",11771,23 de Julho de 1999,"Hidro - Geotécnica, Limitada",Timothy James Brederick,,
"Hidro Geotecnica, Lda",13750,30 de Janeiro de 2000,"Hidro - Geotécnica, Limitada",Timothy James Broderick,,
"HIRIZE RESOURCES LIMITADA (0,00%)",63740,13 de Setembro de 2013,"Hirize Resources, Limitada",Kátia Vanuza Venichand Hermínio,,
"HIRIZE RESOURCES LIMITADA (0,00%)",63740,13 de Setembro de 2013,"Hirize Resources, Limitada",Ntanzi Machungo Carrilho,,
"HIRIZE RESOURCES LIMITADA (0,00%)",63740,13 de Setembro de 2013,"Hirize Resources, Limitada",Tiago Paz Sabino,,
"Holamale, Limitada ",52862,09 de Julho de 2012,"Holamale, Limitada",Jair Evandro João de Orlanda Mandlate,,
"Holamale, Limitada ",52862,09 de Julho de 2012,"Holamale, Limitada",Jaira Lisete da Zarina Mandlate,,
"Holamale, Limitada ",52862,09 de Julho de 2012,"Holamale, Limitada",Tomás Frederico Mandlate,,
"Holamale, Limitada ",52862,09 de Julho de 2012,"Holamale, Limitada",Zarina Esmael Essufo Ussene,,
HONGHAI MINES LIMITADA ,70389,18 de Junho de 2014,"Honghai Mines, Limitada",Elves Vasco Abel Mereles,,
HONGHAI MINES LIMITADA ,70389,18 de Junho de 2014,"Honghai Mines, Limitada",Ezhong Chen,,
HONGHAI MINES LIMITADA ,70389,18 de Junho de 2014,"Honghai Mines, Limitada",Yuebo Lin,,
"Hongti Mineral Lda (0,00%)",42568,18 de Agosto de 2010,"Hongti Mineral, Limitada",Hong Ye,,
"Hongti Mineral Lda (0,00%)",42568,18 de Agosto de 2010,"Hongti Mineral, Limitada",Zhiyong Xu,,
"Hope, Lda ",64954,09 de Setembro de 2013,"Hope, Limitada",Charmaine Hope,,
"Hope, Lda ",41166,18 de Agosto de 2009,"Hope, Limitada",Dai Jinbao,,
"Hope, Lda ",56195,,"Hope, Limitada",Dai Jinbão,,
"Hope, Lda ",56195,,"Hope, Limitada",Fong Seck Alves da Fonseca,,
"Hope, Lda ",41166,18 de Agosto de 2009,"Hope, Limitada",Fung Seck Alves da Fonseca,,
"Hope, Lda ",41166,18 de Agosto de 2009,"Hope, Limitada",Song Shidiang,,
"Hope, Lda ",64954,09 de Setembro de 2013,"Hope, Limitada",William Sunderson Hope,,
"Horizontes Minerais,Lda",46971,04 de Março de 2011,"Horizontes Minerais, Limitada",Bo Hu,,
"Horizontes Minerais,Lda",46971,04 de Março de 2011,"Horizontes Minerais, Limitada",Hui Sun,,
"HS Mining, Limitada (0,00%)",35497,28 de Novembro de 2006,"HS Mining, Limitada",Bo Hu,,
"HS Mining, Limitada (0,00%)",35497,28 de Novembro de 2006,"HS Mining, Limitada",Hui Sun,,
"IGL-INTERNATIONAL GEMS, LDA ",66148,13 de Janeiro de 2014,"IGL - International Gems, Limitada",Carlos João dos Santos Camurdine,,
"IGL-INTERNATIONAL GEMS, LDA ",66148,13 de Janeiro de 2014,"IGL - International Gems, Limitada",Filipe Gaspar Matusse,,
"Imobiliaria A, SA (0,00%)",35787,07 de Maio de 2009,"Imobiliária A, SA",Érik Miguel Naikes Charas,,
"Imobiliaria X, Limitada (0,00%)",34974,08 de Outubro de 2012,"Imobiliária X, Limitada",Erik Miguel Naikes Charas,,
"Imobiliaria X, Limitada (0,00%)",38693,22 de Setembro de 2009,"Imobiliária X, Limitada",N'Naiti Chissano,,
"Imobiliaria X, Limitada (0,00%)",36497,10 de Agosto de 2009,"Imobiliária X, Limitada",N'Naiti Joaquim Chissano,,
"Imotra, Ltd",9890,15 de Junho de 1998,"Imotra, Limitada",Ricardo António Traquino Viagem,,
"Impacto Trading,Lda",41577,06 de Julho de 2010,"Impacto Trading, Limitada",Calvin Johannes Phiri,,
"Impacto Trading,Lda",41577,06 de Julho de 2010,"Impacto Trading, Limitada",Domingas Esperança Rosa Buque,,
"Impacto Trading,Lda",41577,06 de Julho de 2010,"Impacto Trading, Limitada",Dula Sansum Abdul Magide,,
"Impacto Trading,Lda",41577,06 de Julho de 2010,"Impacto Trading, Limitada",Maria Arminda Buque Chissano,,
"Impacto Trading,Lda",41577,06 de Julho de 2010,"Impacto Trading, Limitada",Miguel Cláudio Armando Chissano,,
"Impacto Trading,Lda",41577,06 de Julho de 2010,"Impacto Trading, Limitada",Sílvio Ernesto Armando Chissano,,
"Impacto Trading,Lda",41577,06 de Julho de 2010,"Impacto Trading, Limitada",Vitória Mulhenjuasse Armando Chissano,,
"Industria Al - Satar, Lda",16220,02 de Julho de 2002,"Indústria Al Satar, Limitada",Abdul Satar Mahamod Jusab,,
"Industria Al - Satar, Lda",16220,02 de Julho de 2002,"Indústria Al Satar, Limitada",Abdula Abdul Satar,,
"Industria Al - Satar, Lda",16220,02 de Julho de 2002,"Indústria Al Satar, Limitada",Banubai Suleman,,
"Industria Al - Satar, Lda",16220,02 de Julho de 2002,"Indústria Al Satar, Limitada",Mahomed Asraf,,
"Industria Al - Satar, Lda",49715,20 de Outubro de 2011,Indústria Al Satar Limitada,Mahomed Asraf Satar,,
"Inertes da Zambézia, Lda",15437,18 de Fevereiro de 2002,"Inertes da Zambézia, Limitada",Leopoldo Honorato Pereira,,
"Inertes da Zambézia, Lda",15437,18 de Fevereiro de 2002,"Inertes da Zambézia, Limitada",Nalla Taiob Sulemane,,
"Inertes da Zambézia, Lda",15437,18 de Fevereiro de 2002,"Inertes da Zambézia, Limitada",Raul Olímpio Óscar de Araújo,,
"Inertes de Moçambique, Lda",12353,15 de Março de 2000,"Inertes de Moçambique, Limitada",António Aurélio Rebelo dos Santos,,
"Inertes de Moçambique, Lda",12353,02 de Outubro de 1996,"Inertes de Moçambique, Limitada",Augusto Rungo,,
"Inertes de Moçambique, Lda",7576,02 de Outubro de 1996,"Inertes de Moçambique, Limitada",Constantino Adriano Machava,,
"Inertes de Moçambique, Lda",12353,02 de Outubro de 1996,"Inertes de Moçambique, Limitada",José Joaquim da Fonseca Pinto de Vasconcelos,,
"Ingoane Minerais, Limitada",43955,10 de Dezembro de 2010,"Ingoane Minerais, Limitada",Abu Bacar,,
"Ingoane Minerais, Limitada",43955,10 de Dezembro de 2010,"Ingoane Minerais, Limitada",Adam Deppo Karunga,,
"Ingoane Minerais, Limitada",43955,10 de Dezembro de 2010,"Ingoane Minerais, Limitada",Alfred Michael Lutege,,
"Ingoane Minerais, Limitada",43955,10 de Dezembro de 2010,"Ingoane Minerais, Limitada",Hilal Rashid Salim Al Hajri,,
"Ingoane Minerais, Limitada",43955,10 de Dezembro de 2010,"Ingoane Minerais, Limitada",Miguel Francisco Mucarre,,
"Ingoane Minerais, Limitada",43955,10 de Dezembro de 2010,"Ingoane Minerais, Limitada",Omar Assumane,,
"Iniciativas Mineiras, Lda",31684,22 de Maio de 2008,"Iniciativas Mineiras, Limitada",Archibald William Leo Monteiro,,
"Iniciativas Mineiras, Lda",31684,22 de Maio de 2008,"Iniciativas Mineiras, Limitada",José Carlos Jóia da Silva Santos,,
"INTER GLOBE, LIMITADA ",19005,09 de Dezembro de 2003,"Inter Globe, Limitada",Abdullay Abdul Jaria,,
"INTER GLOBE, LIMITADA ",19005,09 de Dezembro de 2003,"Inter Globe, Limitada",Bhuyan Bhaskar Jyoti,,
"INTER GLOBE, LIMITADA ",58344,13 de Setembro de 2012,"Inter Globe, Limitada",Jabley Aiame Julius,,
"INTER GLOBE, LIMITADA ",58344,13 de Setembro de 2012,"Inter Globe, Limitada",José Afonso Martins,,
"INTER GLOBE, LIMITADA ",26966,29 de Novembro de 2006,"Inter Globe, Limitada",Manish Karnawat,,
"INTER GLOBE, LIMITADA ",26966,13 de Setembro de 2012,"Inter Globe, Limitada",Muhammad Riaz Merchant,,
"INTER GLOBE, LIMITADA ",26966,24 de Setembro de 2004,"Inter Globe, Limitada",Nasir Husen Dani,,
"Investimentos Públicos Nacional, Limitada",18540,14 de Fevereiro de 2003,"Investimentos Públicos Nacional, Limitada",Dimitrios Monokadilos,,
"Investimentos Públicos Nacional, Limitada",21865,06 de Fevereiro de 2006,"Investimentos Públicos Nacional, Limitada",Dimitrios Monokandilos,,
"Investimentos Públicos Nacional, Limitada",18540,14 de Fevereiro de 2003,"Investimentos Públicos Nacional, Limitada",Ioannis Mastrokolias,,
"Investimentos Públicos Nacional, Limitada",21865,17 de Agosto de 2005,"Investimentos Públicos Nacional, Limitada",Rosita Salomão Mate,,
"Investimentos Públicos Nacional, Limitada",32565,06 de Fevereiro de 2006,"Investimentos Públicos Nacional, Limitada",Stélio Matavel,,
"IRIS MINERALS, LDA (0,00%)",62807,04 de Setembro de 2013,"Iris Minerals, Limitada",Serdar Karliev,,
"IRIS MINERALS, LDA (0,00%)",62807,04 de Setembro de 2013,"Iris Minerals, Limitada",Teodoro Sidóneo Afonso Massango,,
"IRPEEL Construcoes, Lda",45948,11 de Abril de 2011,"Irpeel Construções, Limitada",Alice Rute Jotamo de Sousa,,
"IRPEEL Construcoes, Lda",45948,11 de Abril de 2011,"Irpeel Construções, Limitada",Ruth Moiane,,
"ISMAX,Lda",44173,09 de Julho de 2010,"Ismax, Limitada",Isaura Dalila Fernandes Sumbana,,
"ISMAX,Lda",53153,02 de Julho de 2012,"Ismax, Limitada",Isaura Dalila Fernandes Sumbane,,
"ISMAX,Lda",44173,09 de Julho de 2010,"Ismax, Limitada",Maxwell Diallo Andate Namitete,,
"ISMAX,Lda",53153,02 de Julho de 2012,"Ismax, Limitada",Maxwell Dialo Andate Namitete,,
"J.V. Consultores Internacionais, Limitada",17649,05 de Maio de 2003,"J.V. Consultores Internacionais, Limitada",Eduardo Gaivão Veloso,,
"J.V. Consultores Internacionais, Limitada",17649,05 de Maio de 2003,"J.V. Consultores Internacionais, Limitada",Jacinto Soares Veloso,,
"J.V. Consultores Internacionais, Limitada",17649,05 de Maio de 2003,"J.V. Consultores Internacionais, Limitada",Maria Teresa da Costa Cabral Gaivão Veloso,,
"J.V. Consultores Internacionais, Limitada",17649,05 de Maio de 2003,"J.V. Consultores Internacionais, Limitada",Miriam Gaivão Veloso,,
"J.V. Consultores Internacionais, Limitada",17649,05 de Maio de 2003,"J.V. Consultores Internacionais, Limitada",Victor Gaivão Veloso,,
"JACOMA MINERAIS, LDA ",27797,27 de Fevereiro de 2007,"Jacoma Minerais, Limitada",Carlos Estêvão Mucavele,,
"JACOMA MINERAIS, LDA ",27797,27 de Fevereiro de 2007,"Jacoma Minerais, Limitada",Clint Richard Dixon,,
James Mining Company Lda ,48777,12 de Outubro de 2011,"James Mining Company, Limitada",Cassamo Omar,,
James Mining Company Lda ,48777,05 de Outubro de 2012,"James Mining Company, Limitada",Charifo Aly Valá,,
James Mining Company Lda ,55416,05 de Outubro de 2012,"James Mining Company, Limitada",Jianqiang Qian,,
James Mining Company Lda ,73165,09 de Janeiro de 2015,"James Mining Company, Limitada",Liu Bin,,
James Mining Company Lda ,48777,12 de Outubro de 2011,"James Mining Company, Limitada",Niu Yinfu,,
James Mining Company Lda ,55416,05 de Outubro de 2012,"James Mining Company, Limitada",Saide Cassamo Omar,,
"JCGS - Investimentos, Sociedade Unipessoal, Limitada (0,00%)",53409,10 de Setembro de 2012,"Jcgs - Investimentos Sociedade Unipessoal, Limitada",João Carlos Gonçalves da Silva,,
JDI - CONSULTORES LDA,20922,22 de Março de 2004,"JDI - Consultores, Limitada",Anthony Bertram Micklethwait,,
JDI - CONSULTORES LDA,20922,22 de Março de 2004,"JDI - Consultores, Limitada",Robert Christopher Donald,,
JDI - CONSULTORES LDA,18727,22 de Março de 2004,"JDI Consultores, Limitada",Robert Michael Donald,,
JDI - CONSULTORES LDA,18727,22 de Março de 2004,"JDI Consultores, Limitada",Shirley Anne Micklethwait,,
JEWEL OF AFRICA LDA,30915,10 de Março de 2008,"Jewel of Africa, Limitada",Sumit Agrawal,,
JEWEL OF AFRICA LDA,30915,10 de Março de 2008,"Jewel of Africa, Limitada",Tushar Agrawal,,
"Jiangxi Mozambique Mining Co, Lda",29471,19 de Setembro de 2007,Jiangxi Mozambique Mining CO.Limitada,Liao Liugen,,
"Jiangxi Mozambique Mining Co, Lda",29471,19 de Setembro de 2007,Jiangxi Mozambique Mining CO.Limitada,Luo Xiaochuan,,
"Jiangxi Mozambique Mining Co, Lda",47752,31 de Maio de 2011,"Jiangxi Mozambique Mining Co., Limitada",Xiao Xiaolin,,
"Jiangxi Mozambique Mining Co, Lda",47752,31 de Maio de 2011,"Jiangxi Mozambique Mining Co., Limitada",Zou Liang,,
"JML Mozambique, Lda (0,00%)",63315,18 de Setembro de 2013,"JML Mozambique, Limitada",Jorge Samuel,,
"JML Mozambique, Lda (0,00%)",63315,18 de Setembro de 2013,"JML Mozambique, Limitada",Sajjad Ahmad,,
"Joaco Cimentos, Lda ",32062,11 de Outubro de 2005,"Joaco Cimentos, Limitada",Adelino Gaudêncio André de Sousa Chacha,,
"Joaco Cimentos, Lda ",14700,06 de Março de 2001,"Joaco Cimentos, Limitada",Jacobus Matteus Bothma,,
"Joaco Cimentos, Lda ",22467,11 de Outubro de 2005,"Joaco Cimentos, Limitada",Joana Catarina de Oliveira,,
"Joaco Cimentos, Lda ",20867,21 de Outubro de 2004,"Joaco Cimentos, Limitada",Joanna Cattarina de Oliveira,,
"Joaco Cimentos, Lda ",14699,06 de Março de 2001,"Joaco Cimentos, Limitada",Johanna Catharina Bothma,,
"Joaco Cimentos, Lda ",32062,11 de Outubro de 2005,"Joaco Cimentos, Limitada",Johanne Andrew Ferreira,,
"Joaco Cimentos, Lda ",22467,11 de Outubro de 2005,"Joaco Cimentos, Limitada",Wyona Ann Ferreira,,
"JOCAPA, LIMITADA ",38231,18 de Dezembro de 2007,"Jocapa, Limitada",Adelaide Anchia Amurane,,
"JOCAPA, LIMITADA ",38231,18 de Dezembro de 2007,"Jocapa, Limitada",Amelia Franklim,member,Central Committee
"JOCAPA, LIMITADA ",38231,18 de Dezembro de 2007,"Jocapa, Limitada",Caterina Pajume,,
"JOCAPA, LIMITADA ",38231,18 de Dezembro de 2007,"Jocapa, Limitada",Joaquina Oreste Siliya,,
"JOCAPA, LIMITADA ",38231,18 de Dezembro de 2007,"Jocapa, Limitada",Paulina Mateus Nkunda,,
"JSPL Mozambique Minerais, Limitada",33754,30 de Julho de 2008,"JSPL Mozambique Minerais, Limitada",Anand Goel,,
"Juwied, Limitada ",56130,11 de Dezembro de 2012,"Juwied, Limitada",Alda Judite Canda João,,
"Juwied, Limitada ",56130,11 de Dezembro de 2012,"Juwied, Limitada",Eden Meison Moisés Muhimua,,
"Juwied, Limitada ",56130,11 de Dezembro de 2012,"Juwied, Limitada",Winnie Yolanda Muhimua,,
"K.D. PROSPERO, LDA ",48624,02 de Junho de 2011,"K.D Próspero, Limitada",Dawei Zhao,,
"K.D. PROSPERO, LDA ",48624,02 de Junho de 2011,"K.D Próspero, Limitada",Kecun Liu,,
"Kachela, Lda",22242,24 de Maio de 2005,"Kachela, Limitada",Matias Luís Langa,,
"Kachela, Lda",22242,24 de Maio de 2005,"Kachela, Limitada",Olga Simião Langa,,
"Khensane Moçambique - Sociedade Unipessoal, Limitada ",56405,17 de Fevereiro de 2010,"Khensane Moçambique - Sociedade Unipessoal, Limitada",Maria Celina Muchave Machel,,
"Kilwa Group, Lda",22219,25 de Março de 2005,"Kilwa Group, Limitada",Joana Catarina de Oliveira,,
